,car_name,car_prices_in_rupee,kms_driven,fuel_type,transmission,ownership,manufacture,engine,Seats
2947,Tata Tigor 1.2 Revotron XZ Option,413999,10098.0,Petrol,Manual,1,2017,1399,5
2948,Honda City i VTEC V,497000,58328.0,Petrol,Manual,3,2015,1461,5
2949,Maruti Eeco 7 Seater Standard BSIV,309000,94128.0,Petrol,Manual,1,2018,998,5
2950,Mahindra TUV 300 T6,516000,38979.0,Diesel,Manual,1,2017,796,5
2951,Maruti Wagon R LXI CNG,324000,54087.0,Cng,Manual,1,2016,1197,5
2952,Ford Figo Diesel ZXI,126000,71969.0,Diesel,Manual,1,2010,1591,5
2953,Renault Duster 85PS Diesel RxE,602000,59609.0,Diesel,Manual,1,2018,1197,7
2954,Maruti Wagon R LXI CNG,287000,94509.0,Cng,Manual,1,2015,1197,5
2955,Maruti Alto 800 LXI,264000,52254.0,Petrol,Manual,1,2018,1198,5
2956,Maruti Swift Dzire Tour 1.2 S STD,600000,25000.0,Petrol,Manual,1,2018,2694,5
2957,Hyundai Verna VTVT 1.6 SX Option,907000,36006.0,Petrol,Manual,1,2018,2967,7
2958,Hyundai i20 Asta,191000,94264.0,Petrol,Manual,2,2010,1086,5
2959,Maruti Baleno Sigma,608000,14976.0,Petrol,Manual,1,2022,1197,5
2960,Datsun GO T BSIV,221000,163605.0,Petrol,Manual,1,2017,2967,5
2961,Toyota Fortuner 2.7 2WD AT,3100000,44000.0,Petrol,Automatic,2,2019,1198,7
2962,Audi Q5 3.0 TDI Quattro,994999,68000.0,Diesel,Automatic,3,2011,1950,5
2963,Hyundai i10 Magna 1.1L,225000,38000.0,Petrol,Manual,1,2011,1248,5
2964,Maruti Swift Dzire VXI 1.2 BS IV,650000,65000.0,Petrol,Manual,1,2019,2179,5
2965,Audi Q7 45 TDI Quattro Premium Plus,1875000,43000.0,Diesel,Automatic,2,2014,1950,5
2966,Honda Amaze E i-Vtech,360000,80000.0,Petrol,Manual,3,2015,1950,5
2967,Mercedes-Benz C-Class Progressive C 220d,3900000,24000.0,Diesel,Automatic,2,2020,1991,5
2968,Maruti Baleno 1.3 Delta,600000,90000.0,Diesel,Manual,1,2018,1997,5
2969,Mahindra Scorpio S8 7 Seater,1000000,25000.0,Diesel,Manual,1,2016,4367,7
2970,Mercedes-Benz GLC 220d 4MATIC,5650000,24000.0,Diesel,Automatic,1,2020,1998,5
2971,Mercedes-Benz GLE 300d,8900000,13000.0,Diesel,Automatic,1,2021,1968,7
2972,Mercedes-Benz GLC 200,6100000,15000.0,Petrol,Automatic,1,2021,1997,7
2973,Jaguar F-Pace 2.0 R-Dynamic S Diesel,7400000,9900.0,Diesel,Automatic,1,2021,1582,5
2974,Land Rover Range Rover 4.4 Diesel LWB Autobiography,19000000,68500.0,Diesel,Automatic,1,2019,2998,7
2975,BMW X4 xDrive30i M Sport Silver Shadow Edition,7450000,7600.0,Petrol,Automatic,1,2022,2179,5
2976,Audi Q3 35 TDI Quattro Premium Plus,1475000,76000.0,Diesel,Automatic,2,2016,1462,5
2977,Mahindra XUV500 1.99 FWD W8,450000,120000.0,Diesel,Manual,2,2013,2523,7
2978,Hyundai Verna 1.6 CRDi SX,520000,120000.0,Diesel,Manual,2,2016,2487,5
2979,BMW X7 xDrive 40i,11500000,39000.0,Petrol,Automatic,1,2019,2497,5
2980,Mahindra Scorpio S10 7 Seater,1125000,88000.0,Diesel,Manual,1,2017,2982,7
2981,Maruti Grand Vitara Delta AT,1450000,2000.0,Petrol,Automatic,1,2022,998,7
2982,Mahindra Bolero ZLX,750000,40000.0,Diesel,Manual,1,2019,2143,5
2983,Toyota Camry Hybrid 2.5,4090000,20000.0,Petrol,Automatic,1,2019,2179,5
2984,Mercedes-Benz E-Class E240 V6 AT,500000,110000.0,Petrol,Automatic,2,2006,1248,5
2985,Toyota Fortuner 3.0 Diesel,850000,80000.0,Diesel,Manual,3,2011,1598,5
2986,Maruti Zen Estilo LXI BSIII,100000,110000.0,Petrol,Manual,3,2008,1950,8
2987,Tata Safari Storme VX,320000,145000.0,Diesel,Manual,3,2013,998,5
2988,Maruti Ertiga ZDI,500000,40000.0,Diesel,Manual,2,2012,2494,5
2989,Volkswagen Vento IPL II Petrol Trendline,125000,100000.0,Petrol,Manual,3,2010,1995,5
2990,Mercedes-Benz E-Class Expression E 220 d BSIV,5800000,17000.0,Diesel,Automatic,1,2020,1396,5
2991,Volkswagen Polo Exquisite 1.5 TDI Highline,490000,100000.0,Diesel,Manual,1,2015,1198,7
2992,Maruti Wagon R VXI BS IV,190000,100000.0,Petrol,Manual,1,2011,1396,4
2993,Toyota Innova 2.5 G (Diesel) 8 Seater,600000,120000.0,Diesel,Manual,2,2013,1950,8
2994,BMW X3 xDrive 20d Luxury Line,6000000,19000.0,Diesel,Automatic,1,2021,1997,5
2995,Hyundai i20 Sportz 1.4 CRDi,650000,60000.0,Diesel,Manual,2,2017,796,7
2996,Nissan Micra Active XV Petrol,400000,25000.0,Petrol,Manual,1,2018,2179,5
2997,Tata Indigo LX BSIV,185000,100000.0,Diesel,Manual,1,2012,1997,5
2998,Mercedes-Benz GLC Coupe 300d 4MATIC,7150000,24900.0,Diesel,Automatic,1,2021,1498,7
2999,Mahindra Scorpio 1.99 S10 4WD,1000000,70000.0,Diesel,Manual,1,2015,1120,5
3000,Maruti 800 AC,200000,70000.0,Petrol,Manual,1,2014,999,7
3001,Mahindra Scorpio 2.6 CRDe,350000,100000.0,Diesel,Manual,2,2006,4461,8
3002,Jaguar XF 2.0 Petrol Prestige,4700000,7500.0,Petrol,Automatic,1,2020,1248,5
3003,Mahindra Bolero B4,580000,110000.0,Diesel,Manual,1,2020,2982,5
3004,Hyundai Xcent 1.1 CRDi Base,310000,70000.0,Diesel,Manual,2,2015,2494,5
3005,Renault Kiger RXZ,750000,35000.0,Petrol,Manual,1,2021,1993,5
3006,Toyota Land Cruiser VX,15800000,56000.0,Diesel,Automatic,1,2018,1199,5
3007,Maruti Swift Dzire ZDI,535000,74200.0,Diesel,Manual,2,2017,1047,5
3008,Toyota Fortuner 4x2 Manual,1500000,120000.0,Diesel,Manual,2,2016,998,5
3009,Toyota Innova 2.5 EV Diesel MS 8 Str BSIII,300000,169000.0,Diesel,Manual,3,2007,2925,7
3010,Mercedes-Benz C-Class C 220d,6200000,4000.0,Diesel,Automatic,1,2022,796,7
3011,Volkswagen Polo Diesel Trendline 1.2L,130000,90000.0,Diesel,Manual,3,2010,1086,5
3012,Tata Tiago 1.05 Revotorq XT,300000,120000.0,Diesel,Manual,1,2017,1461,5
3013,Maruti A-Star Lxi,114999,70000.0,Petrol,Manual,2,2009,2925,5
3014,Mercedes-Benz S-Class S 350 d,4775000,13000.0,Diesel,Automatic,2,2014,814,5
3015,Maruti Alto LXI,70000,70000.0,Petrol,Manual,3,2004,1582,5
3016,Hyundai Santro Xing XG AT eRLX Euro III,90000,60000.0,Petrol,Automatic,4,2004,1197,4
3017,Renault Lodgy 110PS RxZ 7 Seater,450000,110000.0,Diesel,Manual,3,2015,2993,5
3018,Mercedes-Benz GLS 400d 4MATIC,11700000,15000.0,Diesel,Automatic,2,2020,1197,7
3019,Hyundai EON D Lite,175000,30000.0,Petrol,Manual,1,2013,796,5
3020,Hyundai Verna 1.6 CRDi SX,700000,115000.0,Diesel,Manual,2,2015,796,7
3021,Maruti Baleno Delta,650000,15000.0,Petrol,Manual,1,2019,2967,5
3022,BMW X5 xDrive 30d xLine,8300000,25000.0,Diesel,Automatic,1,2020,1396,7
3023,Maruti Ignis 1.2 AMT Zeta BSIV,500000,80000.0,Petrol,Automatic,1,2018,2523,5
3024,Maruti 800 Std BSII,84000,29000.0,Petrol,Manual,1,2002,1197,7
3025,Maruti Alto 800 VXI,300000,70000.0,Petrol,Manual,1,2019,2987,5
3026,Audi Q7 45 TDI Quattro Technology,4600000,65000.0,Diesel,Automatic,1,2017,999,7
3027,Hyundai i20 1.4 Asta CRDi with AVN,200000,110000.0,Diesel,Manual,4,2009,2523,5
3028,Mahindra Bolero SLX,340000,100000.0,Diesel,Manual,4,2012,1995,5
3029,Maruti Baleno 1.2 Alpha,550000,60000.0,Petrol,Manual,1,2018,2494,5
3030,Mercedes-Benz GLS 350d Grand Edition,5950000,45000.0,Diesel,Automatic,2,2016,1248,5
3031,Volkswagen Taigun 1.0 TSI Topline,1300000,5000.0,Petrol,Manual,1,2022,1396,5
3032,Mahindra Bolero ZLX,470000,60000.0,Diesel,Manual,2,2014,2143,5
3033,BMW 5 Series 520d Luxury Line,4800000,29000.0,Diesel,Automatic,1,2019,1396,5
3034,Toyota Innova 2.5 E 7 STR,425000,200000.0,Diesel,Manual,2,2012,1405,5
3035,Maruti Swift VDI BSIV,350000,110000.0,Diesel,Manual,1,2015,1498,5
3036,Tata Indigo LX BSIV,240000,120000.0,Diesel,Manual,1,2015,1950,5
3037,Mercedes-Benz GLE 250d,5600000,45000.0,Diesel,Automatic,1,2019,2925,5
3038,Tata Indigo GLX,114999,25000.0,Petrol,Manual,1,2009,1968,7
3039,Tata Indigo LX,70000,80000.0,Diesel,Manual,2,2006,998,5
3040,Ford Ecosport 1.5 Diesel Titanium BSIV,650000,70000.0,Diesel,Manual,1,2018,2995,5
3041,Mercedes-Benz C-Class Progressive C 200,4790000,11000.0,Petrol,Automatic,1,2021,1493,5
3042,Mercedes-Benz GLE 400d,10400000,12000.0,Diesel,Automatic,1,2021,1598,5
3043,Audi A6 35 TDI,2490000,40000.0,Diesel,Automatic,2,2016,998,5
3044,Maruti Wagon R VXI,521000,7500.0,Petrol,Manual,1,2021,1998,5
3045,Land Rover Range Rover 3.0 Petrol LWB Vogue BSIV,19200000,40000.0,Petrol,Automatic,1,2019,796,5
3046,Mahindra Bolero Power Plus SLX,600000,50000.0,Diesel,Manual,1,2018,1248,7
3047,Volkswagen Vento Diesel Highline,250000,80000.0,Diesel,Manual,2,2010,1998,5
3048,Maruti Celerio VXI,346000,40000.0,Petrol,Manual,1,2017,1995,5
3049,Volvo XC60 B5 Inscripition,6850000,7000.0,Petrol,Automatic,1,2022,1493,5
3050,Maruti 800 DUO AC LPG,70000,60000.0,Lpg,Manual,3,2010,1799,7
3051,Maruti Swift VDI Optional,600000,40000.0,Diesel,Manual,1,2018,1197,5
3052,Chevrolet Cruze LTZ,200000,70000.0,Diesel,Manual,4,2013,2987,5
3053,BMW X1 sDrive 20d xLine,3000000,25000.0,Diesel,Automatic,1,2019,999,5
3054,Mahindra TUV 300 T6 Plus,490000,120000.0,Diesel,Manual,1,2016,1298,5
3055,Honda Civic 1.8 S MT,200000,100000.0,Petrol,Manual,3,2011,1198,5
3056,Hyundai i10 Magna,150000,50000.0,Petrol,Manual,1,2009,2143,5
3057,Maserati Ghibli Diesel BSIV,6600000,12000.0,Diesel,Automatic,1,2016,796,5
3058,Renault Triber RXZ BSIV,550000,25000.0,Petrol,Manual,1,2019,1248,5
3059,Maruti Esteem Lxi,120000,20000.0,Petrol,Manual,1,2007,1396,5
3060,Honda Amaze E i-Vtech,260000,80000.0,Petrol,Manual,4,2016,2967,5
3061,Maruti Alto LXi,161000,80000.0,Petrol,Manual,1,2012,1197,5
3062,Maruti Swift Ldi BSIII,200000,120000.0,Diesel,Manual,2,2010,796,5
3063,Tata Indica eV2 eL,75000,90000.0,Diesel,Manual,2,2011,1991,7
3064,Porsche Cayenne Diesel Platinum Edition,5800000,50000.0,Diesel,Automatic,1,2016,1499,5
3065,Maruti Swift VDI,300000,80000.0,Diesel,Manual,2,2013,1396,5
3066,Hyundai i20 1.2 Magna,200000,120000.0,Petrol,Manual,2,2011,2179,5
3067,Maruti Omni MPI STD BSIV,250000,10000.0,Petrol,Manual,1,2018,1997,5
3068,Mercedes-Benz E-Class Exclusive E 200,6700000,8900.0,Petrol,Automatic,1,2021,1298,5
3069,Ford Aspire Titanium Plus Diesel,850000,15000.0,Diesel,Manual,1,2021,1197,7
3070,Hyundai i20 Active 1.4 SX,450000,100000.0,Diesel,Manual,2,2015,796,5
3071,Mahindra XUV500 W6 2WD,700000,70000.0,Diesel,Manual,2,2014,1950,5
3072,Land Rover Range Rover Sport 2.0 Petrol HSE,11399999,19500.0,Petrol,Automatic,1,2020,2609,7
3073,Maruti Swift Dzire VXi,300000,85000.0,Petrol,Manual,1,2009,1248,5
3074,Maruti Swift VXI 2018,545000,43000.0,Petrol,Manual,1,2019,1248,5
3075,Maruti Alto LX,100000,70000.0,Petrol,Manual,1,2010,4461,8
3076,Mercedes-Benz C-Class Progressive C 200,4250000,28000.0,Petrol,Automatic,1,2019,796,5
3077,Mahindra Scorpio 2.6 CRDe SLE,310000,90000.0,Diesel,Manual,2,2009,1199,5
3078,Maruti Swift VDI BSIV,170000,128000.0,Diesel,Manual,4,2008,2179,5
3079,Maruti Vitara Brezza ZDi Plus,695000,80000.0,Diesel,Manual,2,2017,1998,5
3080,Toyota Land Cruiser VX,16900000,27000.0,Diesel,Automatic,1,2019,1199,4
3081,Maruti Alto 800 LXI,250000,50000.0,Petrol,Manual,2,2017,1198,5
3082,Tata Tiago 1.2 Revotron XZ,454000,40000.0,Petrol,Manual,1,2019,1120,5
3083,Mahindra Scorpio 2.6 SLX CRDe,110000,80000.0,Diesel,Manual,1,2006,1998,5
3084,BMW X1 sDrive20i xLine,4000000,10000.0,Petrol,Automatic,1,2021,1493,5
3085,Tata Altroz XM plus,700000,30000.0,Petrol,Manual,1,2021,1248,5
3086,Datsun GO A,270000,110000.0,Petrol,Manual,2,2017,796,5
3087,Hyundai Xcent 1.1 CRDi S,290000,90000.0,Diesel,Manual,2,2014,2400,5
3088,Mini 3 DOOR John Cooper Works 2019-2020,3450000,40000.0,Petrol,Automatic,2,2017,1197,7
3089,Hyundai Venue SX Opt Diesel,950000,60000.0,Diesel,Manual,1,2020,1197,5
3090,Maruti Vitara Brezza ZDi Plus,700000,80000.0,Diesel,Manual,3,2017,1197,5
3091,Maruti Alto LXi,120000,110000.0,Petrol,Manual,2,2009,1999,5
3092,Volvo XC60 D5 Inscription,5450000,34000.0,Diesel,Automatic,1,2019,1299,5
3093,Maruti Swift Dzire VXI,650000,35000.0,Petrol,Manual,1,2021,998,5
3094,Toyota Etios Cross 1.2L G,550000,60000.0,Petrol,Manual,1,2019,1086,5
3095,Hyundai Grand i10 Sportz,400000,90000.0,Petrol,Manual,1,2017,1086,5
3096,Land Rover Discovery Sport TD4 HSE 7S,4875000,38000.0,Diesel,Automatic,1,2020,999,5
3097,Ford Ikon 1.3 Flair,50000,45000.0,Petrol,Manual,2,2007,998,5
3098,Maruti Wagon R LXI,75000,120000.0,Petrol,Manual,1,2005,1248,5
3099,Hyundai Santro Xing GL,105000,70000.0,Petrol,Manual,2,2010,2925,5
3100,Hyundai i10 Sportz 1.1L,180000,111408.0,Petrol,Manual,1,2011,814,5
3101,Ford Ecosport 1.0 Ecoboost Titanium,313000,70000.0,Petrol,Manual,2,2013,796,5
3102,Maruti Celerio VXI,204999,80000.0,Petrol,Manual,3,2015,999,7
3103,Maruti Vitara Brezza ZDi Plus Dual Tone,680000,80000.0,Diesel,Manual,1,2017,1197,5
3104,Mercedes-Benz S-Class S 350d,17700000,1400.0,Diesel,Automatic,1,2022,1493,5
3105,Hyundai EON Magna Plus,195000,60000.0,Petrol,Manual,2,2014,1462,7
3106,Maruti Alto LXi BSIII,80000,80000.0,Petrol,Manual,4,2008,1196,5
3107,Renault KWID Climber 1.0 AMT,300000,15000.0,Petrol,Automatic,1,2019,1396,5
3108,Hyundai Xcent 1.2 VTVT S,465000,90000.0,Petrol,Manual,1,2019,2179,5
3109,Hyundai Creta E Diesel,1085000,56040.0,Diesel,Manual,1,2020,1086,5
3110,Maruti Ertiga VXI,849000,69305.0,Petrol,Manual,1,2021,1248,7
3111,Ford Figo Petrol Titanium,235000,66974.0,Petrol,Manual,3,2014,1396,5
3112,Tata Indigo LX BSIV,140000,227904.0,Diesel,Manual,1,2014,796,7
3113,Mahindra Scorpio S11,1711000,40670.0,Diesel,Manual,1,2021,2179,5
3114,Hyundai Santro Magna,436000,17535.0,Petrol,Manual,1,2020,1248,5
3115,Maruti SX4 S Cross Zeta DDiS 200 SH,750000,80243.0,Diesel,Manual,2,2018,2982,5
3116,Tata Indigo VX BSIV,202000,61549.0,Diesel,Manual,1,2014,1198,5
3117,Maruti Alto 800 LXI,170000,89345.0,Petrol,Manual,2,2014,1198,5
3118,Mahindra Scorpio S9 BSIV,1303000,95790.0,Diesel,Manual,1,2019,1799,8
3119,Maruti Swift VDI BSIV,425000,77173.0,Diesel,Manual,1,2015,1198,5
3120,Toyota Fortuner 4x4 MT,1175000,169917.0,Diesel,Manual,2,2013,1086,5
3121,Honda Brio VX,337000,46224.0,Petrol,Manual,1,2015,2494,5
3122,Nissan Micra Active XV,396000,23947.0,Petrol,Manual,1,2017,1197,5
3123,Honda Civic 1.8 V MT,180000,50546.0,Petrol,Manual,2,2008,1172,5
3124,Honda Amaze S i-Vtech,320000,61229.0,Petrol,Manual,1,2015,999,5
3125,Hyundai i10 Magna LPG,176000,85122.0,Lpg,Manual,3,2011,1120,5
3126,Toyota Innova 2.5 GX (Diesel) 8 Seater BS IV,718000,46286.0,Diesel,Manual,1,2014,814,5
3127,Maruti Baleno Sigma,587000,8110.0,Petrol,Manual,1,2020,1086,5
3128,Fiat Grande Punto EVO 1.2 Active,218000,64712.0,Petrol,Manual,2,2015,998,5
3129,Renault KWID Climber 1.0 AMT,297000,52698.0,Petrol,Automatic,1,2017,799,5
3130,Hyundai Grand i10 CRDi Sportz,290000,120797.0,Diesel,Manual,2,2016,1462,5
3131,Hyundai EON Era Plus Option,268000,39109.0,Petrol,Manual,1,2017,796,7
3132,Hyundai i10 Era 1.1,149000,21046.0,Petrol,Manual,1,2009,1364,5
3133,Maruti Wagon R VXI BS IV,263000,34794.0,Petrol,Manual,1,2014,1498,5
3134,Renault KWID RXT Optional,305000,33614.0,Petrol,Manual,1,2018,2179,7
3135,Maruti Ciaz Zeta,950000,9630.0,Petrol,Manual,1,2022,1248,5
3136,Maruti Alto LXi,110000,72153.0,Petrol,Manual,3,2011,1956,5
3137,Toyota Platinum Etios 1.4 GD,565000,78172.0,Diesel,Manual,1,2019,1462,5
3138,Honda City i-DTEC V,792000,64313.0,Diesel,Manual,1,2018,1364,5
3139,Mahindra XUV500 W11 BSIV,1562000,74787.0,Diesel,Manual,1,2020,1248,5
3140,Maruti Swift Dzire ZDI Plus,671000,92045.0,Diesel,Manual,1,2019,998,5
3141,Jeep Compass 2.0 Limited,1203000,48259.0,Diesel,Manual,3,2018,814,4
3142,Maruti Ertiga VXI Petrol,741000,21197.0,Petrol,Manual,1,2019,1497,7
3143,Toyota Etios VD,340000,13814.0,Diesel,Manual,1,2012,1451,5
3144,Maruti Baleno 1.3 Delta,454000,85890.0,Diesel,Manual,1,2015,624,5
3145,Maruti Wagon R LXI BS IV,133000,101935.0,Petrol,Manual,1,2010,999,5
3146,Hyundai EON Era Plus,283000,26012.0,Petrol,Manual,1,2018,1497,7
3147,Honda City V MT,313000,117699.0,Petrol,Manual,2,2012,1197,7
3148,MG Hector Hybrid Sharp MT,1807000,31437.0,Petrol,Manual,2,2021,999,7
3149,Tata Nano Twist XTA,144000,14458.0,Petrol,Automatic,1,2015,2494,5
3150,Renault Triber RXL BSIV,501999,55744.0,Petrol,Manual,1,2019,2179,5
3151,Honda City i VTEC SV,545000,10411.0,Petrol,Manual,1,2015,1198,5
3152,Maruti Swift Dzire VXI 1.2,611000,43627.0,Petrol,Manual,1,2019,1197,7
3153,Renault KWID 1.0 RXT Optional AT 2016-2019,235000,31306.0,Petrol,Automatic,1,2017,1995,5
3154,Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,653000,308768.0,Diesel,Manual,2,2015,1197,5
3155,Mahindra XUV500 W7 AT BSIV,1235000,55209.0,Diesel,Automatic,1,2018,1462,5
3156,Datsun GO Plus T BSIV,304000,18732.0,Petrol,Manual,1,2017,1198,5
3157,Hyundai Grand i10 Nios Sportz CNG,741000,30273.0,Cng,Manual,1,2021,1197,5
3158,BMW X4 M Sport X xDrive20d,5650000,29000.0,Diesel,Automatic,1,2019,1591,5
3159,Hyundai Grand i10 1.2 Kappa Sportz BSIV,462000,47841.0,Petrol,Manual,1,2018,1248,5
3160,Maruti Ertiga VXI,849000,3707.0,Petrol,Manual,1,2020,999,5
3161,Honda Amaze S i-Vtech,379000,104596.0,Petrol,Manual,1,2016,1248,7
3162,Hyundai i10 Sportz,263000,60162.0,Petrol,Manual,1,2013,799,5
3163,Hyundai Creta 1.6 Gamma SX Plus,780000,72434.0,Petrol,Manual,1,2015,998,5
3164,Maruti Swift VDI,270000,96906.0,Diesel,Manual,3,2012,2755,5
3165,Renault KWID 1.0 RXT AMT Opt,445000,4603.0,Petrol,Automatic,1,2020,1497,5
3166,Maruti Swift VDI BSIV,370000,63740.0,Diesel,Manual,2,2014,1396,5
3167,Renault KWID RXT,249000,53827.0,Petrol,Manual,1,2016,1197,5
3168,Kia Sonet HTX Turbo iMT,1036999,13997.0,Petrol,Manual,1,2021,1299,7
3169,Toyota Fortuner 2.8 2WD MT BSIV,1980000,120949.0,Diesel,Manual,2,2017,1248,5
3170,Honda City i VTEC V,644000,42189.0,Petrol,Manual,1,2017,1086,5
3171,Hyundai i20 1.4 CRDi Sportz,283000,34341.0,Diesel,Manual,1,2012,1493,6
3172,Hyundai Grand i10 Nios Sportz,659000,18881.0,Petrol,Manual,1,2020,993,5
3173,Ford Ikon 1.3 CLXi,72494,127335.0,Petrol,Manual,2,2009,1248,5
3174,Maruti Vitara Brezza VDi,750000,26201.0,Diesel,Manual,1,2019,1462,7
3175,Hyundai i10 Sportz 1.1L,248000,107263.0,Petrol,Manual,1,2014,998,5
3176,Mahindra Bolero Power Plus SLX,613000,58245.0,Diesel,Manual,1,2017,1499,7
3177,Maruti Zen LXI,50718,142740.0,Petrol,Manual,2,2006,2755,5
3178,Maruti Swift VDI BSIV,425000,51755.0,Diesel,Manual,1,2015,1193,7
3179,Maruti XL6 Zeta,953999,84284.0,Petrol,Manual,1,2020,2179,5
3180,Maruti Wagon R LXI BS IV,276000,94087.0,Petrol,Manual,1,2015,998,5
3181,Ford Fiesta Petrol Titanium,278000,56292.0,Petrol,Manual,1,2011,2393,5
3182,Toyota Fortuner 2.8 2WD MT,2932000,91604.0,Diesel,Manual,2,2020,2179,5
3183,Tata Zest Revotron 1.2 XT,266000,56290.0,Petrol,Manual,1,2015,1248,5
3184,Mahindra XUV500 W8 2WD,601000,41086.0,Diesel,Manual,4,2015,1364,7
3185,Maruti Alto K10 VXI,260000,38137.0,Petrol,Manual,1,2016,1197,5
3186,Toyota Innova Crysta 2.4 GX 7 STR AT,2216000,11724.0,Diesel,Automatic,1,2022,1120,5
3187,Tata Safari Storme LX,529000,111023.0,Diesel,Manual,4,2016,2198,5
3188,Chevrolet Sail Hatchback LS ABS,254000,63936.0,Diesel,Manual,1,2013,1461,5
3189,Toyota Etios GD,296000,229289.0,Diesel,Manual,1,2013,1497,5
3190,Hyundai i20 1.2 Asta,563000,21292.0,Petrol,Manual,1,2017,1396,5
3191,Hyundai Grand i10 CRDi Magna,348000,99561.0,Diesel,Manual,1,2016,1193,5
3192,Ford Endeavour 2.2 Trend AT 4X2,1338000,103066.0,Diesel,Automatic,2,2016,998,5
3193,Renault Duster 110PS Diesel RxL,362000,102141.0,Diesel,Manual,2,2014,1498,5
3194,Ford Ecosport 1.5 Petrol Titanium BSIV,635000,49320.0,Petrol,Manual,1,2017,796,5
3195,Tata Indigo LX BSIV,172000,43239.0,Diesel,Manual,1,2015,1497,5
3196,Tata Indigo Emax CNG GLS,247000,112051.0,Cng,Manual,1,2017,1199,5
3197,Maruti Celerio ZXI AMT BSIV,346000,7999.0,Petrol,Automatic,2,2017,5461,4
3198,Ford Ecosport 1.5 DV5 MT Trend,381000,86269.0,Diesel,Manual,1,2013,1197,5
3199,Maruti Alto LXi BSIII,120000,15166.0,Petrol,Manual,1,2010,3996,5
3200,Tata Tigor EV XM,631000,25882.0,Electric,Automatic,1,2019,1582,5
3201,Honda City 1.5 S AT,269000,57209.0,Petrol,Automatic,1,2009,1950,5
3202,Volkswagen CrossPolo 1.2 TDI,338000,94848.0,Diesel,Manual,3,2013,1061,5
3203,Mercedes-Benz G G63 AMG,15200000,47000.0,Petrol,Automatic,2,2017,1950,5
3204,Hyundai Xcent 1.2 VTVT S,479000,9669.0,Petrol,Manual,1,2018,1956,5
3205,Porsche Panamera GTS,17500000,10000.0,Petrol,Automatic,1,2019,1061,5
3206,Hyundai Verna 1.6 SX,411000,111246.0,Diesel,Manual,3,2014,1991,5
3207,Mercedes-Benz E-Class Exclusive E 220 d BSIV,4400000,44000.0,Diesel,Automatic,1,2017,1396,7
3208,Maruti Wagon R VXI Minor,143000,55118.0,Petrol,Manual,1,2010,1197,5
3209,Mercedes-Benz E-Class Exclusive E 220 d BSIV,4350000,39000.0,Diesel,Automatic,1,2017,2393,5
3210,Tata Harrier XT plus Dark Edition,1191000,128924.0,Diesel,Manual,1,2021,1197,5
3211,Maruti Wagon R LX Minor,106000,55842.0,Petrol,Manual,1,2010,998,5
3212,Mercedes-Benz GLC 200,5650000,32000.0,Petrol,Automatic,1,2020,1582,5
3213,Hyundai i20 1.4 CRDi Asta,285000,96732.0,Diesel,Manual,1,2012,1493,5
3214,Hyundai Grand i10 Asta,333000,38370.0,Petrol,Manual,1,2014,1248,5
3215,Toyota Innova Crysta 2.4 G MT BSIV,906000,126401.0,Diesel,Manual,2,2017,998,5
3216,Hyundai i20 Active 1.2 S,513999,44357.0,Petrol,Manual,2,2017,1197,7
3217,Maruti Wagon R LXI BS IV,223000,60545.0,Petrol,Manual,1,2013,1120,5
3218,Hyundai Verna 1.6 SX,317000,132004.0,Diesel,Manual,3,2012,2179,5
3219,Kia Seltos HTK Plus D,1325000,7000.0,Diesel,Manual,1,2021,1248,8
3220,Maruti Vitara Brezza ZDi,805000,36096.0,Diesel,Manual,1,2019,1197,5
3221,Maruti Wagon R VXI,523000,9264.0,Petrol,Manual,1,2021,2494,5
3222,Hyundai Grand i10 Asta Option,258000,112870.0,Petrol,Manual,1,2013,1198,8
3223,Hyundai Xcent 1.1 CRDi S,297000,56522.0,Diesel,Manual,2,2014,998,5
3224,Mahindra Scorpio S11 BSIV,1251000,74206.0,Diesel,Manual,1,2018,2393,5
3225,Maruti Swift Dzire VDI,665000,70000.0,Diesel,Manual,1,2018,1047,5
3226,Hyundai i20 1.2 Asta Option,563000,50924.0,Petrol,Manual,2,2018,1197,5
3227,Toyota Innova 2.5 GX (Diesel) 8 Seater BS IV,774000,55681.0,Diesel,Manual,1,2015,998,5
3228,Tata Nexon 1.2 Revotron XM,646000,13308.0,Petrol,Manual,1,2019,998,7
3229,Maruti Zen Estilo LXI BS IV,167000,27420.0,Petrol,Manual,1,2011,1248,5
3230,Toyota Innova Crysta 2.4 VX MT 8S BSIV,1505000,143696.0,Diesel,Manual,1,2018,1999,4
3231,Tata Tiago 1.05 Revotorq XT,374000,117792.0,Diesel,Manual,1,2017,2995,6
3232,Maruti Swift Dzire AMT VXI,519000,47131.0,Petrol,Automatic,1,2017,1991,5
3233,Maruti Wagon R LXI CNG,195000,104155.0,Cng,Manual,1,2012,1950,8
3234,Maruti A-Star Lxi,160000,54573.0,Petrol,Manual,1,2011,1498,5
3235,Maruti Baleno 1.3 Zeta,588000,84143.0,Diesel,Manual,3,2019,2494,7
3236,Land Rover Discovery Sport TD4 HSE Luxury,4800000,46000.0,Diesel,Automatic,1,2019,1199,5
3237,Audi Q8 55 TFSI Quattro,10200000,28000.0,Petrol,Automatic,1,2021,4134,5
